Ticker,Description,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Basic EPS (FY),Basic EPS (TTM),Dividends Paid (FY),Dividends per Share (FY),Dividends per Share (MRQ),Dividends Yield (FY),Country,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (FY),EPS Forecast (FQ),EPS Diluted (TTM),EPS Diluted (MRQ),Exchange,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Market Capitalization,Net Income (FY),Net Margin (TTM),Number of Shareholders,Number of Employees,Operating Margin (TTM),Pretax Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Rating,Recent Earnings Date,Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Sector,Shares Float,Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ),Upcoming Earnings Date,1-Year Beta,Yearly Performance,YTD Performance
ULTRACEMCO,ULTRATECH CEMENT,1.13298417,0.46372984,75863500000,0.93551919,861835100000,204877700000,230536900000,189.4,174.44,-3748000000,,,0.5216043,India,112829700000,17.4678,2020670000000,189.33,48.3175,174.395,62.8,NSE,62198500000,54.29472387,242555600000,79785300000,Construction Materials,447258000000,2046093751465,52966000000,11.3221983,309688,,19.24498222,17.00058838,4.6353138,4.4024,40.6763382,,4.58620601,4.57819657,Buy,2021-05-07,6.0575257,12.13852873,8.77149603,,Non-Energy Minerals,115582491.6048,420031100000,420031100000,447258000000,288446400,2021-07-22,1.0534883,88.20059105,34.80801669
ULTRACEMCO,ULTRATECH CEMENT LTD.,1.13298417,0.46372984,75863500000,0.93551919,861835100000,204877700000,230536900000,189.4,174.44,-3748000000,,,0.5216043,India,112829700000,17.4678,2020670000000,189.33,48.3175,174.395,62.8,BSE,62198500000,54.29472387,242555600000,79785300000,Construction Materials,447258000000,2046093751465,52966000000,11.3221983,309688,,19.24498222,17.00058838,4.63515044,4.4024,40.67490467,,4.58604438,4.57803523,Buy,2021-05-07,6.0575257,12.13852873,8.77149603,,Non-Energy Minerals,115582491.6048,420031100000,420031100000,447258000000,288446400,2021-07-22,1.0534883,87.58743994,34.47382376
NESTLEIND,NESTLE INDIA,1.67903553,0.07303872,-23453200000,,80381900000,1474900000,41850800000,215.9845,223.9521,-18897500000,160,,1.1334431,India,33855900000,54.2324,,215.9845,60.170191,223.9521,62.5,NSE,0,44.25216969,53280400000,16515000000,Food: Major Diversified,133133799999.99998,1701288918713,20824300000,15.83541001,155293,7747,22.09616313,21.42043096,84.23089734,,78.77309478,752.743,12.47404373,12.77593077,Buy,2021-04-20,27.33500652,105.3968013,101.52697808,17185207.17697173,Consumer Non-Durables,35800499.2298,59967600000,59967600000,133133799999.99998,96415700,2021-07-30,0.20095062,4.33482634,-3.79739264
NESTLEIND,NESTLE INDIA LTD.,1.67903553,0.07303872,-23453200000,,80381900000,1474900000,41850800000,215.9845,223.9521,-18897500000,160,,1.1334431,India,33855900000,54.2324,,215.9845,60.170191,223.9521,62.5,BSE,0,44.25216969,53280400000,16515000000,Food: Major Diversified,133133799999.99998,1701288918713,20824300000,15.83541001,155293,7747,22.09616313,21.42043096,83.90908827,,78.47213757,752.743,12.42638592,12.72711958,Buy,2021-04-20,27.33500652,105.3968013,101.52697808,17185207.17697173,Consumer Non-Durables,35800499.2298,59967600000,59967600000,133133799999.99998,96415700,2021-07-30,0.20095062,4.07868553,-3.93390098
JSWSTEEL,JSW STEEL LTD,0.82800988,1.6279987,623030000000,0.47756299,1483170000000,751240000000,358520000000,32.9102,32.8956,-4830000000,6.5,6.5,0.93632954,India,199130000000,9.28314,1747540000000,32.7277,19.156667,32.7148,17.7,NSE,3360000000,34.8846265,207770000000,111150000000,Steel,785900000000,1678034302652,79110000000,9.937069,573663,35585,19.1355466,15.0908794,3.57258663,2.40685,21.22739555,21.1858,2.10819374,2.13594444,Strong Buy,2021-05-21,5.64795082,18.97964325,8.71975751,22085148.23661655,Non-Energy Minerals,983994665.94,1021720000000,1021720000000,785900000000,2417220000,2021-07-28,0.62851983,253.52824363,81.14668954
JSWSTEEL,JSW STEEL LTD.,0.82800988,1.6279987,623030000000,0.47756299,1483170000000,751240000000,358520000000,32.9102,32.8956,-4830000000,6.5,6.5,0.93632954,India,199130000000,9.28314,1747540000000,32.7277,19.156667,32.7148,17.7,BSE,3360000000,34.8846265,207770000000,111150000000,Steel,785900000000,1678034302652,79110000000,9.937069,573663,35585,19.1355466,15.0908794,3.57130056,2.40685,21.21975406,21.1858,2.10743482,2.13517554,Strong Buy,2021-05-21,5.64795082,18.97964325,8.71975751,22085148.23661655,Non-Energy Minerals,983994665.94,1021720000000,1021720000000,785900000000,2417220000,2021-07-28,0.62851983,253.91982083,81.65350804
SUNPHARMA,SUN PHARMACEUTICAL,1.8854687,0.06756349,-62325400000,1.32822689,676667300000,33430300000.000004,304420800000,12.1,12.0759,-15594700000,,,0.9718173,India,84677200000,,,12.1,6.006667,12.0759,5.6,NSE,62876400000,47.36346555,158658800000,40512800000,Pharmaceuticals: Major,334981400000,1604755449737,29038200000,8.6686007,654242,,19.06902891,8.35679235,,,55.36233324,,,,Strong Buy,2021-05-27,4.27286243,6.33142416,6.1356338,,Health Technology,1055927926.56,181869000000,181869000000,334981400000,2399280000,2021-08-17,0.73424345,36.68200647,15.30345624
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES,1.8854687,0.06756349,-62325400000,1.32822689,676667300000,33430300000.000004,304420800000,12.1,12.0759,-15594700000,,,0.9718173,India,84677200000,,,12.1,6.006667,12.0759,5.6,BSE,62876400000,47.36346555,158658800000,40512800000,Pharmaceuticals: Major,334981400000,1604755449737,29038200000,8.6686007,654242,,19.06902891,8.35679235,,,55.42029994,,,,Strong Buy,2021-05-27,4.27286243,6.33142416,6.1356338,,Health Technology,1055927926.56,181869000000,181869000000,334981400000,2399280000,2021-08-17,0.73424345,36.69568972,15.30345624
ADANIGREEN,ADANI GREEN ENERGY LIMITED,0.61204071,32.46251588,243130000000,0.58633776,287210000000,255480000000,35480000000,0.6841,1.3427,0,0,0,0,India,23140000000,84.6019,1969530000000,0.6841,,1.3427,,BSE,30000000,63.25224072,18700000000,5604176000,Electric Utilities,31140000000,1567455255078,1070000000,6.72215109,169169,2343,58.51472471,5.98591549,182.05069518,200.597,746.40649438,,50.17461944,50.33574539,Strong Sell,2021-05-05,0.89084703,25.85848158,1.11786685,13290653.00896287,Utilities,282089535.63,279340000000,279340000000,31140000000,1564010000,,0.34744173,172.18715895,-5.53809714
ADANIGREEN,ADANI GREEN ENERGY,0.61204071,32.46251588,243130000000,0.58633776,287210000000,255480000000,35480000000,0.6841,1.3427,0,0,0,0,India,23140000000,84.6019,1969530000000,0.6841,,1.3427,,NSE,30000000,63.25224072,18700000000,5604176000,Electric Utilities,31140000000,1567455255078,1070000000,6.72215109,169169,2343,58.51472471,5.98591549,182.4139973,200.597,747.89603039,,50.2747484,50.43619589,Strong Sell,2021-05-05,0.89084703,25.85848158,1.11786685,13290653.00896287,Utilities,282089535.63,279340000000,279340000000,31140000000,1564010000,,0.34744173,171.19945168,-6.0231807
ADANIENT,ADANI ENTERPRISES,0.92925692,0.85546438,143365100000,0.8474698,516428600000,161768400000,199633100000,8.3891,8.3916,-200000,1,1,0.07037298,India,25581600000,50.9733,1294620000000,8.3891,,8.3916,3.8,NSE,1519700000,20.03903672,34089699999.999996,28441700000,Wholesale Distributors,394911700000,1562830093262,9226400000,2.33431208,151802,3907,5.11170133,2.74670923,9.10623756,6.60742,169.30025263,,3.95198181,3.95658114,Sell,2021-05-05,1.87316536,5.41220473,3.8664732,101077988.22626056,Distribution Services,275669596.92411596,324631300000,324631300000,394911700000,1099810083,2021-08-12,1.2332096,808.49086831,195.63132719
ADANIENT,ADANI ENTERPRISES LTD.,0.92925692,0.85546438,143365100000,0.8474698,516428600000,161768400000,199633100000,8.3891,8.3916,-200000,1,1,0.07037298,India,25581600000,50.9733,1294620000000,8.3891,,8.3916,3.8,BSE,1519700000,20.03903672,34089699999.999996,28441700000,Wholesale Distributors,394911700000,1562830093262,9226400000,2.33431208,151802,3907,5.11170133,2.74670923,9.10816046,6.60742,169.33600267,,3.95281632,3.95741663,Sell,2021-05-05,1.87316536,5.41220473,3.8664732,101077988.22626056,Distribution Services,275669596.92411596,324631300000,324631300000,394911700000,1099810083,2021-08-12,1.2332096,808.75,195.96033403
TITAN,TITAN COMPANY LIMITED,1.71078558,0.75153292,22730000000,0.60915219,164520000000,56380000000,131970000000,10.9598,10.9598,-3550000000,4,4,0.23259872,India,22610000000,55.8592,1405420000000,10.9598,4.605,10.9598,0.3,BSE,1230000000,17.50981751,35930000000,12740000000,Other Consumer Specialties,216200000000,1526725874211,9730000000,4.4952645,371215,11735,8.70870871,6.15384615,20.34021501,18.4426,156.72275042,160.959,7.04507229,7.05321877,Buy,2021-07-06,6.48627965,13.73735948,11.93351816,18423519.38645079,Consumer Durables,366589921.836,89500000000,89500000000,216200000000,887786000,2021-10-29,0.9819869,78.33850932,9.90430622
TITAN,TITAN COMPANY LTD,1.71078558,0.75153292,22730000000,0.60915219,164520000000,56380000000,131970000000,10.9598,10.9598,-3550000000,4,4,0.23259872,India,22610000000,55.8592,1405420000000,10.9598,4.605,10.9598,0.3,NSE,1230000000,17.50981751,35930000000,12740000000,Other Consumer Specialties,216200000000,1526725874211,9730000000,4.4952645,371215,11735,8.70870871,6.15384615,20.36626716,18.4426,156.92348401,160.959,7.05409576,7.06225267,Buy,2021-07-06,6.48627965,13.73735948,11.93351816,18423519.38645079,Consumer Durables,366589921.836,89500000000,89500000000,216200000000,887786000,2021-10-29,0.9819869,78.42914427,10.02456689
ONGC,OIL AND NATURAL GAS CORPORATIO,0.75596762,0.51091129,1113356000000,0.39436116,5432646100000,1239454400000,931841600000,12.92,13.1224,-30962900000,,,3.0379746,India,566015400000,,,12.92,3.315,13.1224,5.3,BSE,135385900000,38.1092131,1374112700000,438451300000,Integrated Oil,3605723100000,1490763096680,162486900000,4.57672138,867077,,8.61493496,8.14389491,,,9.0303603,,,,Buy,2021-06-24,3.15182928,7.71232185,5.52977999,,Energy Minerals,3685386304.7,3006678200000,3006678200000,3605723100000,12580300000,2021-08-18,0.9966497,52.40810767,29.0236093
ONGC,OIL & NATURAL GAS,0.75596762,0.51091129,1113356000000,0.39436116,5432646100000,1239454400000,931841600000,12.92,13.1224,-30962900000,,,3.0379746,India,566015400000,,,12.92,3.315,13.1224,5.3,NSE,135385900000,38.1092131,1374112700000,438451300000,Integrated Oil,3605723100000,1490763096680,162486900000,4.57672138,867077,,8.61493496,8.14389491,,,9.03417058,,,,Buy,2021-06-24,3.15182928,7.71232185,5.52977999,,Energy Minerals,3685386304.7,3006678200000,3006678200000,3605723100000,12580300000,2021-08-18,0.9966497,52.59822173,29.3927954
TATASTEEL,TATA STEEL LTD,0.8482405,1.16346144,762753400000,0.37868036,2454872100000,892764100000,601123700000,63.7826,62.2267,-11505300000,25,25,2.037739,India,305042600000,6.03289,1772180000000,63.7766,54.67,62.2267,73.9,NSE,43446900000,44.92270921,419602000000,285674600000,Steel,1562941800000,1474998354583,73088700000,4.79238574,931147,73962,13.60934873,8.64801876,2.00909033,1.32954,19.71742034,3.12302,0.94434322,0.8996484,Buy,2021-07-04,3.02081847,10.348104,4.76584983,21131686.54173765,Non-Energy Minerals,783511639.74,1687000400000,1687000400000,1562941800000,1202260000,2021-11-11,0.9677702,259.17859225,90.90343538
TATASTEEL,TATA STEEL LTD.,0.8482405,1.16346144,762753400000,0.37868036,2454872100000,892764100000,601123700000,63.7826,62.2267,-11505300000,25,25,2.037739,India,305042600000,6.03289,1772180000000,63.7766,54.67,62.2267,73.9,BSE,43446900000,44.92270921,419602000000,285674600000,Steel,1562941800000,1474998354583,73088700000,4.79238574,931147,73962,13.60934873,8.64801876,2.00892659,1.32954,19.71581331,3.12302,0.94426626,0.89957508,Buy,2021-07-04,3.02081847,10.348104,4.76584983,21131686.54173765,Non-Energy Minerals,783511639.74,1687000400000,1687000400000,1562941800000,1202260000,2021-11-11,0.9677702,259.3128655,90.94864721
ADANIPORTS,ADANI PORTS AND SPECIAL ECONOM,1.75680323,1.10744552,297058400000,1.61713378,753237800000,355453800000,124757800000,24.5812,24.5812,-2300000,5,5,0.6961849,India,80634400000,21.5276,1741220000000,24.5812,6.418,24.5812,6.34,BSE,40364300000,52.3340983,65765000000,18582600000,Other Transportation,125415600000,1466386102316,49943000000,39.79648754,412627,2863,47.46047683,50.25084465,4.79028663,4.68724,29.21745114,26.2982,11.62749518,11.6349492,Sell,2021-05-05,7.26298641,17.75695867,8.57330066,43805658.40027943,Transportation,715696669.25,427969600000,427969600000,125415600000,2041750000,2021-08-11,0.9195603,111.84171868,45.57957286
ADANIPORTS,ADANI PORT SPECIAL,1.75680323,1.10744552,297058400000,1.61713378,753237800000,355453800000,124757800000,24.5812,24.5812,-2300000,5,5,0.6961849,India,80634400000,21.5276,1741220000000,24.5812,6.418,24.5812,6.34,NSE,40364300000,52.3340983,65765000000,18582600000,Other Transportation,125415600000,1466386102316,49943000000,39.79648754,412627,2863,47.46047683,50.25084465,4.78928609,4.68724,29.21134851,26.2982,11.62506655,11.63251902,Sell,2021-05-05,7.26298641,17.75695867,8.57330066,43805658.40027943,Transportation,715696669.25,427969600000,427969600000,125415600000,2041750000,2021-08-11,0.9195603,111.92052342,45.52971576
HINDZINC,HINDUSTAN ZINC,3.11934992,0.20032185,-158600000000,2.93842052,457270000000,64730000000,245680000000,18.89,18.8844,-159720000000,,,11.270125,India,116720000000,,,18.89,5.2,18.8844,5.87,NSE,,64.55433294,146080000000,48140000000,Other Metals/Minerals,226290000000,1417171915715,79800000000,35.26448363,134567,,40.39506828,46.72765036,,,17.77657749,,,,Neutral,2021-04-27,17.21645703,21.97650882,20.73885417,,Non-Energy Minerals,222944784.48,134140000000,134140000000,226290000000,4225319999.999999,2021-07-26,1.051635,71.67392976,40.07529805
HINDZINC,HINDUSTAN ZINC LTD.,3.11934992,0.20032185,-158600000000,2.93842052,457270000000,64730000000,245680000000,18.89,18.8844,-159720000000,,,11.270125,India,116720000000,,,18.89,5.2,18.8844,5.87,BSE,,64.55433294,146080000000,48140000000,Other Metals/Minerals,226290000000,1417171915715,79800000000,35.26448363,134567,,40.39506828,46.72765036,,,17.76069083,,,,Neutral,2021-04-27,17.21645703,21.97650882,20.73885417,,Non-Energy Minerals,222944784.48,134140000000,134140000000,226290000000,4225319999.999999,2021-07-26,1.051635,71.43954406,39.99162937
HDFCLIFE,HDFC LIFE INSURANC,0.01284538,0.06944613,-4992600000,,1796412500000,6000000000,10992600000,6.74,6.7385,,2.02,2.02,0.29588398,India,,,,6.73,2.639598,6.7385,1.58,NSE,,,,,Multi-Line Insurance,713123900000,1380515179360,13608700000,1.9083142,530777,,1.58236936,1.89905919,,,101.35044891,,,,Buy,2021-04-26,0.87272991,17.62053334,16.96167448,,Finance,933225698.56,1710014600000,1710014600000,713123900000,2022140000,2021-09-01,0.33535525,15.50891413,2.49815225
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LI,0.01284538,0.06944613,-4992600000,,1796412500000,6000000000,10992600000,6.74,6.7385,,2.02,2.02,0.29588398,India,,,,6.73,2.639598,6.7385,1.58,BSE,,,,,Multi-Line Insurance,713123900000,1380515179360,13608700000,1.9083142,530777,,1.58236936,1.89905919,,,101.31335015,,,,Buy,2021-04-26,0.87272991,17.62053334,16.96167448,,Finance,933225698.56,1710014600000,1710014600000,713123900000,2022140000,2021-09-01,0.33535525,15.51724497,2.53585986
DIVISLAB,DIVIS LABORATORIES LTD.,5.55050069,0.00051966,-21512000000,3.62213473,107740700000,48300000,61747100000,74.75,74.746,0,0,0,0.43590555,India,28643200000,,,74.75,21.526667,74.746,18.9,BSE,,51.13740064,35639700000,9216600000,Pharmaceuticals: Other,69694000000,1218009579272,19842900000,28.47146096,101169,,37.43119924,38.25350819,,,61.31632328,,,,Buy,2021-05-29,20.55218679,23.90058617,23.88884642,,Health Technology,127569535.136,14794600000,14794600000,69694000000,265469000,2021-08-09,0.79739875,105.8785326,19.76473084
DIVISLAB,DIVI'S LABORATORIE,5.55050069,0.00051966,-21512000000,3.62213473,107740700000,48300000,61747100000,74.75,74.746,0,0,0,0.43590555,India,28643200000,,,74.75,21.526667,74.746,18.9,NSE,,51.13740064,35639700000,9216600000,Pharmaceuticals: Other,69694000000,1218009579272,19842900000,28.47146096,101169,,37.43119924,38.25350819,,,61.39124502,,,,Buy,2021-05-29,20.55218679,23.90058617,23.88884642,,Health Technology,127569535.136,14794600000,14794600000,69694000000,265469000,2021-08-09,0.79739875,106.07342711,19.88990135
POWERGRID,POWER GRID CORP,0.83110929,1.87277881,1256160800000,0.78645736,2557491200000,1309747900000,254429400000,23.01,23.007,-68219899999.99999,,,5.2378874,India,349931100000,,,23.01,7.05,23.007,6.7,NSE,,57.90626035,229539200000,61833400000,Alternative Power Generation,396397900000,1198557265134,120364600000,30.36459073,556321,,57.90626035,37.64987151,,,9.95349242,,,,Sell,2021-06-17,4.65620928,17.83421408,5.97226802,,Utilities,2545016818.8900003,1858130500000,1858130500000,396397900000,5231590000,2021-08-16,0.89158124,35.21584061,20.43718091
POWERGRID,POWER GRID CORPORATION OF INDI,0.83110929,1.87277881,1256160800000,0.78645736,2557491200000,1309747900000,254429400000,23.01,23.007,-68219899999.99999,,,5.2378874,India,349931100000,,,23.01,7.05,23.007,6.7,BSE,,57.90626035,229539200000,61833400000,Alternative Power Generation,396397900000,1198557265134,120364600000,30.36459073,556321,,57.90626035,37.64987151,,,9.94914548,,,,Sell,2021-06-17,4.65620928,17.83421408,5.97226802,,Utilities,2545016818.8900003,1858130500000,1858130500000,396397900000,5231590000,2021-08-16,0.89158124,35.10638889,20.4425764
PIDILITIND,PIDILITE INDUSTRIES LTD.,1.44385574,0.05525287,-3056300000,0.93695758,88304200000,3222900000,35153700000,22.26,22.2675,-6900000,8.5,8.5,0.3744906,India,16806200000,,,22.24,3.38896,22.2518,6.1,BSE,12839500000,37.49662334,27345200000,8159800000,Industrial Specialties,72927100000,1153381137314,11312100000,15.51165479,185738,,20.29369055,20.82230063,,,102.01421907,,,,Buy,2021-05-12,14.72356066,22.51750938,22.07527747,,Process Industries,151274099.18199998,29974200000,29974200000,72927100000,508153000,2021-08-04,0.42540368,61.15013257,27.34506073
PIDILITIND,PIDILITE INDUSTRIE,1.44385574,0.05525287,-3056300000,0.93695758,88304200000,3222900000,35153700000,22.26,22.2675,-6900000,8.5,8.5,0.3744906,India,16806200000,,,22.24,3.38896,22.2518,6.1,NSE,12839500000,37.49662334,27345200000,8159800000,Industrial Specialties,72927100000,1153381137314,11312100000,15.51165479,185738,,20.29369055,20.82230063,,,101.96253786,,,,Buy,2021-05-12,14.72356066,22.51750938,22.07527747,,Process Industries,151274099.18199998,29974200000,29974200000,72927100000,508153000,2021-08-04,0.42540368,61.14236571,27.34686942
BAJAJ_AUTO,BAJAJ AUTO LTD.,2.51396464,0,-85669500000,2.24925667,337003000000,0,141876600000,167.9208,167.8498,-87300000,140,140,3.5366037,India,49246800000,21.3904,976799000000,167.9208,39.592857,167.8498,46,BSE,0,23.77784138,53889100000,20507300000,Motor Vehicles,272066500000,1145488251855,48570200000,17.5084027,161775,10052,16.81733372,21.39466091,4.20935207,3.89562,23.63660785,36.0587,4.13839218,4.21790152,Sell,2021-04-29,16.0864698,19.85069738,19.85069738,27065907.28213291,Consumer Durables,123020337.41472,63882100000,63882100000,272066500000,289367020,2021-07-28,0.69077027,36.46891987,15.48028239
BAJAJ_AUTO,BAJAJ AUTO LTD,2.51396464,0,-85669500000,2.24925667,337003000000,0,141876600000,167.9208,167.8498,-87300000,140,140,3.5366037,India,49246800000,21.3904,976799000000,167.9208,39.592857,167.8498,46,NSE,0,23.77784138,53889100000,20507300000,Motor Vehicles,272066500000,1145488251855,48570200000,17.5084027,161775,10052,16.81733372,21.39466091,4.19741609,3.89562,23.56958424,36.0587,4.12665742,4.2059413,Neutral,2021-04-29,16.0864698,19.85069738,19.85069738,27065907.28213291,Consumer Durables,123020337.41472,63882100000,63882100000,272066500000,289367020,2021-07-28,0.69077027,36.76206897,15.15802616
NTPC,NTPC LTD.,0.79942226,1.52586418,1923487400000,0.66140057,3989662100000,1972365300000,568172500000,14.87,14.8838,-57784200000,,,5.220713,India,339738300000,,,14.87,3.284318,14.8838,4.59,BSE,,28.67201674,319782300000,72102700000,Electric Utilities,1115311500000,1142267286233,146346300000,13.1215629,605244,,19.298214,13.27240865,,,7.91464545,,,,Strong Buy,2021-06-19,3.70654852,11.96726782,4.86305704,,Utilities,4740275309.52,2697040300000,2697040300000,1115311500000,9696670000,2021-07-26,0.6650417,33.3333363,20.64450794
NTPC,NTPC LTD,0.79942226,1.52586418,1923487400000,0.66140057,3989662100000,1972365300000,568172500000,14.87,14.8838,-57784200000,,,5.220713,India,339738300000,,,14.87,3.284318,14.8838,4.59,NSE,,28.67201674,319782300000,72102700000,Electric Utilities,1115311500000,1142267286233,146346300000,13.1215629,605244,,19.298214,13.27240865,,,7.91800481,,,,Strong Buy,2021-06-19,3.70654852,11.96726782,4.86305704,,Utilities,4740275309.52,2697040300000,2697040300000,1115311500000,9696670000,2021-07-26,0.6650417,33.3704086,20.68445135
